id,weight
0,1682.7299
1,3274.4702
2,6679.753
3,6768.202
4,1207.6735
5,1573.6234
6,1899.4388
7,1619.9148
8,460.7529
9,679.5881
10,1303.955
11,1225.6819
12,1569.5923
13,664.5101
14,1748.5128
15,1116.7572
16,3257.034
17,4471.9053
18,2229.0947
19,1502.1731
20,4429.243
21,773.5806
22,1168.5372
23,672.2414
24,1539.2579
25,364.70737
26,441.1642
27,2594.0742
28,1912.5609
29,456.0586
30,1730.7322
31,1516.8473
32,298.16714
33,4239.447
34,762.3496
35,1452.2078
36,5527.6665
37,6850.9014
38,342.95825
39,478.4276
40,180.90211
41,3369.472
42,6522.1187
43,412.11002
44,1259.8322
45,1356.4984
46,743.8295
47,1942.6143
48,2800.3594
49,9580.018
50,3549.8193
51,1036.7241
52,2274.2063
53,148.1465
54,2891.4053
55,437.90634
56,518.86255
57,5027.711
58,1080.1686
59,640.5114
60,2235.795
61,1533.233
62,1459.9884
63,3435.7861
64,757.4294
65,1855.3871
66,5982.4014
67,1726.8489
68,2319.9497
69,370.2242
70,2547.3008
71,476.98428
72,2985.0667
73,2069.5596
74,11257.757
75,7366.5947
76,2666.5596
77,4182.499
78,2159.6646
79,2110.739
80,1366.3015
81,528.28845
82,1155.4652
83,1330.0737
84,4290.3633
85,3694.928
86,172.50652
87,1414.2091
88,2657.9531
89,4459.312
90,250.94322
91,1803.673
92,1919.7429
93,1569.8131
94,3676.7944
95,1270.2477
96,2159.0913
97,3432.3735
98,105.02774
99,2347.0781
100,824.32635
101,4198.7905
102,1156.8912
103,45.55383
104,425.3467
105,6033.8794
106,158.4699
107,3929.4834
108,3366.6467
109,713.8487
110,1851.865
111,2255.0527
112,449.63257
113,7620.507
114,1848.4242
115,2448.9268
116,1433.8251
117,2312.737
118,675.3132
119,5158.428
120,915.56635
121,439.9296
122,3685.8577
123,849.2691
124,1452.18
125,2036.2255
126,3586.6226
127,3257.8572
128,109.70225
129,632.86285
130,2161.8984
131,2129.3118
132,2679.8386
133,412.78217
134,2433.1384
135,692.0619
136,1479.9583
137,550.0395
138,274.38235
139,5280.043
140,2054.5576
141,3069.7964
142,2495.433
143,1677.9955
144,4726.5146
145,12383.157
146,469.0335
147,4021.562
148,1652.3263
149,1537.3623
150,519.56165
151,7355.963
152,1425.2516
153,1274.1451
154,1120.0951
155,873.6719
156,2585.946
157,3147.0195
158,154.56596
159,1930.4264
160,1844.893
161,1130.0867
162,4243.329
163,9264.56
164,1107.0139
165,3810.542
166,1546.2988
167,1420.9011
168,5872.571
169,9361.802
170,508.27023
171,592.7044
172,6611.2646
173,1364.4131
174,276.16867
175,5576.4365
176,1892.0771
177,1214.5444
178,3152.5566
179,7270.5386
180,2374.1008
181,733.93805
182,622.238
183,1792.8358
184,3194.4385
185,1130.0522
186,8409.565
187,815.59625
188,571.13715
189,4887.8438
190,1068.263
191,4066.5654
192,4958.1973
193,5866.931
194,1594.8976
195,201.74236
196,6422.5303
197,513.5061
198,901.16046
199,598.9935
200,329.27777
201,1489.4352
202,7195.5645
203,201.73488
204,186.3572
205,478.90817
206,2448.3237
207,1558.6556
208,580.8853
209,633.93915
210,3471.1099
211,5282.869
212,2796.0405
213,2221.094
214,7011.67
215,2891.5383
216,2056.0342
217,2855.2207
218,1294.561
219,1211.6029
220,3206.7354
221,151.10136
222,58.49815
223,972.2762
224,39.797848
225,1820.9393
226,7466.041
227,357.31277
228,4347.9297
229,1411.1613
230,3410.677
231,98.89638
232,9870.92
233,2486.7751
234,928.68256
235,429.28012
236,2558.7937
237,2116.8113
238,225.87523
239,2500.2327
240,403.16763
241,2579.6401
242,1685.1202
243,3559.7048
244,1486.2379
245,608.1874
246,1269.5844
247,3137.5361
248,2126.772
249,1713.8082
250,3900.835
251,303.51175
252,371.01077
253,208.5034
254,1456.3792
255,1376.4199
256,1002.2204
257,2986.0044
258,2513.9956
259,558.21155
260,1436.8558
261,1088.6893
262,3903.144
263,5663.578
264,1938.3368
265,943.9782
266,2559.8247
267,6507.364
268,1441.747
269,559.1118
270,4437.2354
271,2988.1917
272,857.2866
273,7551.0
274,4256.513
275,2237.962
276,1632.633
277,628.9044
278,644.9741
279,2224.5671
280,2590.5562
281,6601.022
282,721.044
283,4150.4336
284,3194.532
285,1879.5822
286,1103.9463
287,2655.838
288,1654.5128
289,5593.333
290,3991.2144
291,1157.6614
292,9900.708
293,1111.0021
294,1205.0854
295,2992.8389
296,1288.6427
297,8130.5957
298,3680.9727
299,7590.5767
300,1372.4747
301,1147.1287
302,1981.7097
303,1161.631
304,7342.275
305,7971.258
306,7264.2847
307,1851.029
308,3064.6736
309,947.76984
310,1647.2054
311,1515.571
312,9359.528
313,1599.5963
314,584.0593
315,10775.239
316,3480.0132
317,1778.9791
318,1042.7102
319,87.95903
320,139.88972
321,338.84537
322,6280.1636
323,1376.6312
324,3856.415
325,1517.5638
326,1091.3984
327,976.68414
328,1406.2769
329,474.27988
330,1834.1683
331,2831.0952
332,831.1132
333,1626.1185
334,2055.9868
335,106.219986
336,1421.2692
337,1156.973
338,1081.3391
339,3389.9204
340,606.93475
341,1953.4352
342,3597.9873
343,6484.653
344,95.03737
345,283.62973
346,4714.108
347,2315.5054
348,980.8071
349,1173.4941
350,1881.5607
351,1339.8268
352,7189.5566
