id,weight
0,1628.1611
1,3238.14
2,6512.813
3,6574.7017
4,1169.8064
5,1579.8738
6,1863.554
7,1728.3147
8,448.6482
9,686.34595
10,1287.8142
11,1185.1045
12,1549.7
13,690.3825
14,1723.5349
15,1189.501
16,3357.365
17,4424.089
18,2202.6287
19,1461.4363
20,4313.483
21,758.2991
22,1177.8914
23,698.83185
24,1506.4194
25,293.3733
26,439.43542
27,2528.8232
28,1892.9526
29,451.5135
30,1719.7542
31,1481.8484
32,230.10277
33,4191.2305
34,755.75726
35,1429.6704
36,5392.525
37,6785.379
38,303.0248
39,418.41653
40,131.56058
41,3307.0408
42,6446.1895
43,403.9759
44,1226.1575
45,1364.436
46,744.1264
47,1924.2661
48,2774.053
49,9459.995
50,3480.5767
51,1066.457
52,2350.3235
53,152.74254
54,2845.6423
55,414.67035
56,499.7767
57,4918.6924
58,1049.3687
59,669.91266
60,2175.7566
61,1509.1926
62,1484.8481
63,3396.3418
64,713.25104
65,1849.0974
66,5874.7324
67,1688.9629
68,2260.452
69,312.00494
70,2510.7385
71,496.66998
72,2942.536
73,2044.4893
74,11152.282
75,7347.269
76,2712.726
77,4133.7207
78,2109.2314
79,2062.1406
80,1395.9812
81,543.7559
82,1100.6726
83,1290.6941
84,4368.7607
85,3620.5662
86,135.94824
87,1472.8127
88,2593.6636
89,4407.1655
90,210.80884
91,1712.6384
92,1867.3362
93,1596.0115
94,3621.6057
95,1271.7998
96,2126.9182
97,3353.735
98,26.235203
99,2333.5083
100,873.3863
101,4154.0664
102,1165.5945
103,31.773354
104,402.0874
105,5971.556
106,158.80966
107,3872.605
108,3299.6782
109,669.4118
110,1866.2876
111,2225.8413
112,427.54276
113,7533.5947
114,1841.1191
115,2409.0908
116,1379.8752
117,2353.1914
118,688.4988
119,5090.3877
120,881.68304
121,348.2043
122,3661.8252
123,809.40424
124,1440.7085
125,1994.7007
126,3501.0789
127,3229.5745
128,25.49437
129,479.6758
130,2101.4434
131,2088.9146
132,2621.8645
133,396.34088
134,2402.1223
135,728.01166
136,1429.1487
137,517.8884
138,183.35922
139,5163.512
140,2037.6147
141,3009.9976
142,2429.8474
143,1685.9282
144,4656.3555
145,12248.256
146,440.1358
147,3942.591
148,1612.2051
149,1538.8093
150,420.61517
151,7229.574
152,1403.0942
153,1280.8967
154,1144.7617
155,836.06165
156,2518.1401
157,3159.0554
158,125.881836
159,1912.1936
160,1821.7983
161,1086.3093
162,4209.778
163,9120.227
164,1104.2021
165,3741.83
166,1519.2195
167,1383.4592
168,5707.8545
169,9263.6455
170,458.75833
171,600.3908
172,6550.495
173,1361.2466
174,304.91946
175,5513.707
176,1865.6243
177,1193.1924
178,3085.8726
179,7215.842
180,2360.0017
181,786.3492
182,639.2194
183,1783.0889
184,3147.6655
